tempo,erro,velocidade
44.2,0.02,1499.42
44.22,0.02,1500.0
44.25,0.03,1487.01
44.27,0.02,1498.56
44.29,0.03,1486.15
44.31,0.02,1500.0
44.33,0.03,1486.43
44.35,0.02,1499.42
44.37,0.03,1484.72
44.39,0.02,1500.0
44.41,0.03,1486.15
44.43,0.03,1486.43
44.45,0.02,1498.27
44.47,0.03,1486.43
44.49,0.02,1499.42
44.52,0.03,1485.58
44.54,0.03,1487.01
44.56,0.02,1499.42
44.58,0.03,1486.15
44.6,0.03,1484.72
44.62,0.02,1500.0
44.64,0.03,1485.58
44.66,0.02,1499.42
44.68,0.03,1485.58
44.7,0.03,1487.01
44.72,0.02,1499.14
44.74,0.03,1486.43
44.77,0.03,1485.58
44.79,0.02,1498.27
44.81,0.03,1487.29
44.83,0.03,1485.58
44.85,0.03,1484.72
44.87,0.02,1500.87
44.89,0.02,1498.56
44.91,0.03,1486.15
44.93,0.03,1485.86
44.95,0.02,1499.14
44.97,0.03,1487.01
44.99,0.02,1498.56
45.02,0.03,1486.15
45.04,0.02,1500.0
45.06,0.03,1485.58
45.08,0.02,1498.85
45.1,0.03,1487.58
45.12,0.02,1498.85
45.14,0.02,1500.29
45.16,0.03,1485.58
45.18,0.03,1485.58
45.2,0.02,1513.84
45.22,0.03,1486.15
45.24,0.03,1485.58
45.26,0.02,1500.0
45.29,0.02,1499.42
45.31,0.03,1487.01
45.33,0.03,1484.72
45.35,0.02,1500.87
45.37,0.02,1500.0
45.39,0.02,1498.56
45.41,0.03,1486.15
45.43,0.03,1485.58
45.45,0.02,1499.71
45.47,0.03,1486.72
45.49,0.03,1484.72
45.51,0.02,1500.29
45.54,0.03,1485.29
45.56,0.03,1485.58
45.58,0.03,1485.58
45.6,0.02,1500.0
45.62,0.03,1486.43
45.64,0.03,1484.72
45.66,0.02,1499.42
45.68,0.03,1486.15
45.7,0.02,1500.87
45.72,0.03,1483.58
45.74,0.03,1486.72
45.76,0.02,1498.85
45.79,0.03,1486.43
45.81,0.03,1486.72
45.83,0.02,1498.56
45.85,0.03,1486.15
45.87,0.02,1498.85
45.89,0.03,1486.15
45.91,0.03,1487.01
45.93,0.02,1499.14
45.95,0.03,1486.43
45.97,0.03,1484.72
45.99,0.02,1500.0
46.01,0.03,1485.58
46.03,0.02,1499.42
46.06,0.03,1486.15
46.08,0.02,1500.58
46.1,0.03,1485.86
46.12,0.02,1498.85
46.14,0.03,1485.29
46.16,0.03,1487.01
46.18,0.02,1498.56
46.2,0.03,1486.15
46.22,0.03,1486.43
46.24,0.02,1499.42
46.26,0.02,1499.71
46.28,0.03,1485.29
46.3,0.03,1486.43
46.33,0.02,1499.14
46.35,0.03,1486.72
46.37,0.02,1500.0
46.39,0.03,1484.72
46.41,0.02,1500.0
46.43,0.03,1486.43
46.45,0.02,1498.27
46.47,0.03,1486.43
46.49,0.02,1498.85
46.51,0.03,1487.58
46.53,0.03,1484.72
46.55,0.02,1500.58
46.58,0.02,1499.42
46.6,0.03,1485.58
46.62,0.02,1499.42
46.64,0.03,1487.01
46.66,0.02,1499.14
46.68,0.03,1485.58
46.7,0.02,1498.85
46.72,0.02,1500.58
46.74,0.03,1486.15
46.76,0.02,1500.0
46.78,0.03,1485.86
46.8,0.02,1499.71
46.82,0.03,1485.58
46.85,0.02,1499.42
46.87,0.03,1486.15
46.89,0.02,1499.14
46.91,0.03,1487.29
46.93,0.03,1485.58
46.95,0.03,1485.58
46.97,0.03,1484.72
46.99,0.02,1500.0
47.01,0.03,1485.58
47.03,0.03,1471.15
47.05,0.02,1498.85
47.07,0.03,1486.72
47.09,0.03,1472.0
47.12,0.03,1485.01
47.14,0.02,1499.71
47.16,0.03,1472.0
47.18,0.03,1485.58
47.2,0.03,1485.58
47.22,0.03,1484.72
47.24,0.03,1486.43
47.26,0.03,1485.58
47.28,0.03,1485.58
47.3,0.03,1484.72
47.32,0.03,1486.43
47.34,0.03,1484.15
47.37,0.03,1486.15
47.39,0.03,1485.58
47.41,0.03,1485.01
47.43,0.03,1472.57
47.45,0.02,1497.98
47.47,0.03,1485.86
47.49,0.03,1485.86
47.51,0.03,1471.72
47.53,0.03,1485.58
47.55,0.02,1499.42
47.57,0.03,1486.72
47.59,0.03,1470.59
47.61,0.02,1499.71
47.63,0.03,1485.86
47.66,0.03,1485.01
47.68,0.03,1485.58
47.7,0.03,1487.01
47.72,0.03,1485.58
47.74,0.03,1485.58
47.76,0.03,1485.58
47.78,0.03,1484.44
47.8,0.03,1486.15
47.82,0.03,1485.58
47.84,0.03,1484.72
47.86,0.03,1487.01
47.88,0.03,1485.01
47.91,0.03,1485.29
47.93,0.03,1486.43
47.95,0.02,1498.56
47.97,0.03,1485.58
47.99,0.03,1485.58
48.01,0.03,1485.58
48.03,0.03,1487.01
48.05,0.03,1485.58
48.07,0.03,1484.72
48.09,0.03,1485.58
48.11,0.02,1498.27
48.13,0.03,1486.72
48.15,0.03,1485.58
48.18,0.03,1487.01
48.2,0.02,1498.56
48.22,0.03,1486.15
48.24,0.03,1485.58
48.26,0.02,1500.29
48.28,0.03,1485.01
48.3,0.03,1485.86
48.32,0.03,1485.58
48.34,0.02,1500.29
48.36,0.03,1485.29
48.38,0.03,1485.58
48.4,0.03,1485.58
48.43,0.03,1485.58
48.45,0.02,1499.14
48.47,0.03,1485.86
48.49,0.03,1486.15
48.51,0.02,1500.0
48.53,0.03,1486.15
48.55,0.03,1484.44
48.57,0.03,1485.01
48.59,0.03,1486.72
48.61,0.02,1499.42
48.63,0.03,1485.58
48.65,0.03,1486.15
48.68,0.03,1485.58
48.7,0.03,1471.15
48.72,0.03,1485.58
48.74,0.02,1499.14
48.76,0.03,1486.43
48.78,0.02,1499.14
48.8,0.03,1485.86
48.82,0.03,1485.86
48.84,0.03,1486.72
48.86,0.03,1484.72
48.88,0.03,1485.58
48.9,0.02,1500.0
48.93,0.03,1486.43
48.95,0.03,1485.58
48.97,0.03,1485.58
48.99,0.02,1498.56
49.01,0.03,1487.01
49.03,0.03,1485.58
49.05,0.03,1485.58
49.07,0.02,1497.98
49.09,0.03,1486.15
49.11,0.03,1485.86
49.13,0.03,1471.44
49.15,0.02,1500.0
49.18,0.03,1485.29
49.2,0.03,1485.86
49.22,0.03,1485.58
49.24,0.03,1485.58
49.26,0.03,1485.58
49.28,0.03,1486.43
49.3,0.03,1485.58
49.32,0.03,1484.72
49.34,0.03,1486.43
49.36,0.03,1484.72
49.38,0.03,1485.01
49.4,0.03,1486.15
49.42,0.03,1485.01
49.45,0.03,1472.0
49.47,0.03,1485.29
49.49,0.02,1498.85
49.51,0.03,1487.58
49.53,0.03,1471.15
49.55,0.03,1485.58
49.57,0.03,1485.58
49.59,0.03,1485.01
49.61,0.03,1484.72
49.63,0.03,1486.15
49.65,0.03,1484.44
49.67,0.03,1472.29
49.69,0.03,1485.58
49.72,0.03,1485.86
49.74,0.03,1485.29
49.76,0.03,1485.01
49.78,0.03,1471.44
49.8,0.02,1500.29
49.82,0.03,1485.58
49.84,0.03,1485.58
49.86,0.03,1485.01
49.88,0.03,1486.15
49.9,0.03,1484.72
49.92,0.03,1485.86
49.94,0.03,1471.72
49.97,0.02,1499.42
49.99,0.03,1486.15
50.01,0.03,1472.0
50.03,0.03,1485.58
50.05,0.02,1499.14
50.07,0.03,1485.29
50.09,0.03,1485.29
50.11,0.03,1485.01
50.13,0.03,1486.43
50.15,0.03,1485.29
50.17,0.03,1486.15
50.19,0.03,1485.58
50.21,0.03,1485.01
50.24,0.03,1471.72
50.26,0.03,1485.86
50.28,0.03,1486.15
50.3,0.03,1484.72
50.32,0.03,1485.58
50.34,0.03,1486.43
50.36,0.03,1484.72
50.38,0.02,1499.42
50.4,0.03,1485.58
50.42,0.03,1486.15
50.44,0.03,1484.72
50.46,0.03,1485.58
50.49,0.03,1485.86
50.51,0.03,1472.57
50.53,0.02,1498.56
50.55,0.03,1485.58
50.57,0.03,1485.58
50.59,0.03,1486.72
50.61,0.03,1485.58
50.63,0.03,1485.86
50.65,0.03,1485.58
50.67,0.03,1485.58
50.69,0.03,1484.72
50.71,0.03,1485.58
50.74,0.03,1486.43
50.76,0.03,1484.72
50.78,0.03,1485.29
50.8,0.03,1486.72
50.82,0.03,1484.72
50.84,0.03,1485.58
50.86,0.02,1500.0
50.88,0.03,1471.15
50.9,0.03,1486.43
50.92,0.03,1485.58
50.94,0.03,1485.58
50.96,0.03,1484.72
50.98,0.03,1485.01
51.01,0.03,1485.58
51.03,0.03,1485.01
51.05,0.03,1472.29
51.07,0.03,1486.43
51.09,0.03,1484.72
51.11,0.02,1499.42
51.13,0.03,1485.86
51.15,0.03,1485.29
51.17,0.03,1486.15
51.19,0.03,1486.43
51.21,0.03,1485.01
51.23,0.03,1485.29
51.26,0.03,1486.43
51.28,0.03,1485.58
51.3,0.03,1484.72
51.32,0.03,1485.01
51.34,0.03,1486.15
51.36,0.02,1499.42
51.38,0.03,1485.58
51.4,0.03,1485.58
51.42,0.03,1487.01
51.44,0.03,1485.01
51.46,0.03,1486.15
51.48,0.03,1484.72
51.51,0.02,1500.0
51.53,0.03,1485.29
51.55,0.03,1485.01
51.57,0.03,1486.43
51.59,0.02,1498.85
51.61,0.03,1486.72
51.63,0.03,1485.58
51.65,0.03,1485.58
51.67,0.03,1485.58
51.69,0.03,1486.43
51.71,0.03,1485.58
51.73,0.03,1484.72
51.75,0.02,1500.0
51.78,0.03,1485.01
51.79,0.03,1485.86
51.82,0.03,1486.72
51.84,0.02,1499.14
51.86,0.03,1486.43
51.88,0.03,1485.58
51.9,0.02,1497.98
51.92,0.03,1487.01
51.94,0.03,1485.29
51.96,0.03,1485.58
51.98,0.02,1499.42
52.0,0.03,1487.01
52.02,0.03,1485.58
52.04,0.03,1485.58
52.07,0.02,1499.14
52.09,0.03,1485.01
52.11,0.03,1485.29
52.13,0.03,1485.86
52.15,0.03,1487.01
52.17,0.03,1485.58
52.19,0.03,1485.58
52.21,0.03,1484.72
52.23,0.02,1500.58
52.25,0.03,1485.86
52.27,0.03,1484.72
52.29,0.03,1486.43
52.32,0.02,1498.56
52.34,0.03,1486.15
52.36,0.03,1472.0
52.38,0.03,1484.72
52.4,0.02,1500.0
52.42,0.03,1485.29
52.44,0.03,1485.29
52.46,0.03,1487.01
52.48,0.02,1499.14
52.5,0.03,1486.43
52.52,0.03,1485.58
52.54,0.02,1499.71
52.57,0.03,1485.01
52.59,0.03,1484.72
52.61,0.03,1485.29
52.63,0.03,1486.72
52.65,0.02,1500.0
52.67,0.03,1486.43
52.69,0.03,1485.58
52.71,0.03,1484.72
52.73,0.02,1499.42
52.75,0.03,1485.58
52.77,0.03,1485.29
52.79,0.03,1487.29
52.81,0.03,1485.58
52.84,0.03,1484.72
52.86,0.02,1499.14
52.88,0.03,1486.43
52.9,0.02,1500.0
52.92,0.03,1486.43
52.94,0.03,1484.72
52.96,0.02,1500.87
52.98,0.03,1484.72
53.0,0.02,1499.42
53.02,0.03,1487.01
53.04,0.02,1499.42
53.06,0.03,1485.29
53.09,0.02,1499.42
53.11,0.03,1486.43
53.13,0.02,1498.85
53.15,0.03,1486.43
53.17,0.03,1485.58
53.19,0.02,1499.42
53.21,0.03,1486.15
53.23,0.02,1499.42
53.25,0.03,1485.58
53.27,0.03,1487.01
53.29,0.02,1499.71
53.31,0.03,1485.58
53.34,0.03,1485.01
53.36,0.03,1486.43
53.38,0.02,1499.14
53.4,0.03,1485.01
53.42,0.03,1486.43
53.44,0.03,1485.01
53.46,0.03,1486.72
53.48,0.03,1485.58
53.5,0.03,1485.58
53.52,0.02,1498.56
53.54,0.03,1486.15
53.56,0.03,1485.58
53.58,0.03,1486.43
53.61,0.02,1499.14
53.63,0.03,1486.43
53.65,0.03,1485.58
53.67,0.03,1485.29
53.69,0.03,1485.86
53.71,0.03,1485.58
53.73,0.03,1484.72
53.75,0.03,1485.58
53.77,0.03,1485.86
53.79,0.03,1486.15
53.81,0.03,1484.72
53.83,0.03,1486.43
53.86,0.02,1498.56
53.88,0.03,1486.43
53.9,0.03,1471.72
53.92,0.03,1485.58
53.94,0.03,1485.58
53.96,0.03,1485.58
53.98,0.03,1484.72
54.0,0.03,1486.43
54.02,0.03,1485.58
54.04,0.03,1484.72
54.06,0.03,1485.58
54.08,0.03,1485.58
54.11,0.02,1499.14
54.13,0.03,1485.29
54.15,0.03,1473.14
54.17,0.02,1499.71
54.19,0.03,1484.44
54.21,0.03,1471.72
54.23,0.03,1486.43
54.25,0.02,1498.56
54.27,0.03,1486.15
54.29,0.03,1472.0
54.31,0.03,1485.58
54.33,0.02,1499.14
54.35,0.03,1485.29
54.38,0.03,1485.29
54.4,0.03,1485.58
54.42,0.03,1487.01
54.44,0.03,1485.01
54.46,0.03,1486.15
54.48,0.03,1484.72
54.5,0.03,1486.43
54.52,0.03,1484.72
54.54,0.03,1486.15
54.56,0.03,1483.86
54.58,0.03,1486.15
54.6,0.03,1486.72
54.62,0.03,1470.59
54.65,0.02,1500.0
54.67,0.03,1484.72
54.69,0.03,1487.01
54.71,0.03,1471.44
54.73,0.03,1485.58
54.75,0.03,1484.72
54.77,0.03,1483.86
54.79,0.03,1472.85
54.81,0.02,1500.29
54.83,0.03,1470.87
54.85,0.03,1486.43
54.87,0.03,1485.01
54.9,0.02,1500.0
54.92,0.03,1484.72
54.94,0.03,1486.43
54.96,0.03,1470.87
54.98,0.02,1499.42
55.0,0.03,1486.15
55.02,0.03,1485.01
55.04,0.03,1485.58
55.06,0.03,1487.01
55.08,0.03,1485.29
55.1,0.03,1484.72
55.12,0.03,1486.15
55.14,0.02,1498.56
55.17,0.03,1485.58
55.19,0.03,1486.15
55.21,0.03,1485.58
55.23,0.03,1486.15
55.25,0.03,1485.58
55.27,0.03,1485.29
55.29,0.03,1485.29
55.31,0.03,1486.72
55.33,0.03,1484.72
55.35,0.03,1485.86
55.37,0.03,1485.01
55.39,0.03,1486.15
55.41,0.03,1485.01
55.44,0.03,1471.44
55.46,0.03,1485.86
55.48,0.02,1499.42
55.5,0.03,1471.72
55.52,0.03,1485.58
55.54,0.03,1485.58
55.56,0.03,1485.29
55.58,0.03,1485.86
55.6,0.03,1472.0
55.62,0.03,1484.72
55.64,0.03,1486.43
55.66,0.03,1485.58
55.69,0.03,1484.72
55.71,0.03,1485.58
55.73,0.03,1485.58
55.75,0.03,1486.43
55.77,0.03,1484.44
55.79,0.03,1486.72
55.81,0.03,1485.29
55.83,0.03,1484.15
55.85,0.03,1486.72
55.87,0.03,1484.72
55.89,0.03,1471.72
55.91,0.03,1485.58
55.93,0.03,1485.58
55.96,0.03,1486.43
55.98,0.03,1483.58
56.0,0.03,1472.29
56.02,0.03,1485.58
56.04,0.02,1500.0
56.06,0.03,1485.01
56.08,0.03,1472.57
56.1,0.03,1485.01
56.12,0.03,1486.15
56.14,0.03,1485.29
56.16,0.03,1484.44
56.18,0.03,1485.58
56.21,0.03,1486.15
56.23,0.03,1485.01
56.25,0.03,1471.72
56.27,0.02,1499.42
56.29,0.03,1485.58
56.31,0.03,1471.72
56.33,0.03,1486.43
56.35,0.02,1498.56
56.37,0.03,1485.58
56.39,0.03,1472.57
56.41,0.03,1484.72
56.43,0.03,1485.29
56.46,0.03,1485.86
56.47,0.03,1486.43
56.5,0.03,1471.15
56.52,0.03,1484.72
56.54,0.03,1485.58
56.56,0.03,1486.15
56.58,0.03,1485.01
56.6,0.03,1486.43
56.62,0.03,1485.58
56.64,0.03,1484.72
56.66,0.03,1485.01
56.68,0.03,1486.15
56.71,0.03,1485.01
56.72,0.03,1471.72
56.75,0.03,1485.86
56.77,0.03,1485.58
56.79,0.03,1485.29
56.81,0.03,1486.15
56.83,0.03,1470.59
56.85,0.02,1499.42
56.87,0.03,1471.72
56.89,0.03,1486.43
56.91,0.03,1485.58
56.93,0.02,1498.56
56.95,0.03,1471.72
56.97,0.03,1486.15
57.0,0.03,1485.86
57.02,0.03,1485.58
57.04,0.03,1484.72
57.06,0.03,1485.01
57.08,0.03,1485.01
57.1,0.03,1486.43
57.12,0.03,1485.29
57.14,0.03,1471.72
57.16,0.02,1499.42
57.18,0.03,1486.72
57.2,0.03,1471.44
57.22,0.03,1484.72
57.25,0.03,1485.58
57.27,0.03,1486.43
57.29,0.03,1483.58
57.31,0.03,1472.29
57.33,0.03,1485.58
57.35,0.03,1486.43
57.37,0.03,1484.72
57.39,0.03,1485.58
57.41,0.03,1485.01
57.43,0.03,1471.44
57.45,0.03,1486.72
57.47,0.03,1484.72
57.5,0.03,1486.43
57.52,0.03,1484.72
57.54,0.03,1485.86
57.56,0.03,1485.29
57.58,0.03,1485.58
57.6,0.03,1485.01
57.62,0.03,1472.57
57.64,0.03,1484.72
57.66,0.03,1486.43
57.68,0.03,1483.58
57.7,0.03,1472.29
57.72,0.03,1486.43
57.74,0.03,1484.72
57.77,0.03,1485.86
57.79,0.03,1484.72
57.81,0.03,1485.58
57.83,0.03,1485.29
57.85,0.03,1472.0
57.87,0.03,1485.58
57.89,0.03,1485.58
57.91,0.03,1485.01
57.93,0.03,1472.29
57.95,0.03,1470.59
57.97,0.03,1486.43
57.99,0.03,1483.58
58.01,0.03,1472.29
58.04,0.03,1472.0
58.06,0.03,1484.72
58.08,0.03,1472.0
58.1,0.03,1470.02
58.12,0.03,1486.43
58.14,0.03,1471.44
58.16,0.03,1485.01
58.18,0.03,1470.31
58.2,0.03,1471.72
58.22,0.03,1485.01
58.24,0.03,1471.72
58.26,0.03,1472.0
58.29,0.03,1485.29
58.31,0.03,1470.59
58.33,0.03,1485.01
58.35,0.03,1472.57
58.37,0.03,1483.58
58.39,0.03,1486.15
58.41,0.03,1472.57
58.43,0.03,1483.86
58.45,0.03,1472.85
58.47,0.03,1484.72
58.49,0.03,1485.29
58.51,0.03,1472.29
58.53,0.03,1484.72
58.56,0.03,1485.58
58.58,0.03,1472.0
58.6,0.03,1485.01
58.62,0.03,1471.72
58.64,0.03,1485.58
58.66,0.03,1484.15
58.68,0.03,1471.72
58.7,0.03,1484.44
58.72,0.03,1487.29
58.74,0.03,1470.59
58.76,0.03,1470.87
58.78,0.03,1485.29
58.81,0.03,1472.57
58.83,0.03,1470.31
58.85,0.03,1485.01
58.87,0.03,1472.57
58.89,0.03,1483.58
58.91,0.03,1473.14
58.93,0.03,1470.31
58.95,0.03,1486.43
58.97,0.03,1484.15
58.99,0.03,1472.57
59.01,0.03,1484.15
59.03,0.03,1485.58
59.06,0.03,1471.72
59.08,0.03,1485.58
59.1,0.03,1483.86
59.12,0.03,1486.72
59.14,0.03,1472.57
59.16,0.03,1484.72
59.18,0.03,1485.01
59.2,0.03,1487.01
59.22,0.03,1484.72
59.24,0.03,1485.58
59.26,0.03,1471.72
59.28,0.03,1485.29
59.3,0.03,1470.87
59.33,0.03,1485.58
59.35,0.03,1471.15
59.37,0.03,1485.58
59.39,0.03,1485.58
59.41,0.03,1485.01
59.43,0.03,1485.86
59.45,0.03,1485.29
59.47,0.03,1471.72
59.49,0.03,1485.58
59.51,0.03,1486.43
59.53,0.03,1485.58
59.55,0.03,1485.01
59.58,0.03,1484.72
59.6,0.03,1487.01
59.62,0.03,1484.72
59.64,0.03,1486.43
59.66,0.03,1485.58
59.68,0.03,1485.58
59.7,0.03,1484.72
59.72,0.03,1485.58
59.74,0.03,1485.58
59.76,0.02,1499.71
59.78,0.03,1486.43
59.8,0.03,1485.86
59.83,0.03,1485.58
59.85,0.02,1498.56
59.87,0.03,1486.15
59.89,0.03,1486.43
59.91,0.03,1485.58
59.93,0.02,1498.56
59.95,0.03,1485.86
59.97,0.03,1485.58
59.99,0.03,1485.86
60.01,0.02,1499.14
60.03,0.03,1486.43
60.05,0.03,1485.58
60.07,0.03,1486.43
60.1,0.02,1498.27
60.12,0.03,1485.58
60.14,0.03,1486.43
60.16,0.03,1485.58
60.18,0.02,1500.29
60.2,0.03,1486.15
60.22,0.03,1485.58
60.24,0.02,1498.27
60.26,0.03,1486.43
60.28,0.02,1498.85
60.3,0.03,1487.58
60.32,0.02,1497.98
60.34,0.03,1487.58
60.37,0.02,1499.14
60.39,0.03,1484.44
60.41,0.02,1500.0
60.43,0.03,1486.72
60.45,0.03,1485.58
60.47,0.02,1499.42
60.49,0.03,1486.15
60.51,0.02,1499.42
60.53,0.03,1486.15
60.55,0.03,1486.43
60.57,0.02,1500.0
60.59,0.03,1484.72
60.61,0.02,1499.42
60.64,0.03,1486.15
60.66,0.02,1500.0
60.68,0.03,1485.01
60.7,0.03,1485.58
60.72,0.03,1486.15
60.74,0.02,1499.42
60.76,0.03,1484.44
60.78,0.03,1486.72
60.8,0.03,1485.86
60.82,0.03,1486.72
60.84,0.03,1485.58
60.86,0.03,1485.58
60.89,0.03,1484.72
60.91,0.02,1499.14
60.93,0.03,1485.86
60.95,0.03,1486.72
60.97,0.03,1485.01
60.99,0.03,1486.43
61.01,0.03,1485.58
61.03,0.03,1484.72
61.05,0.03,1486.15
61.07,0.03,1485.86
61.09,0.03,1485.01
61.11,0.03,1485.29
61.13,0.03,1486.43
61.16,0.03,1485.58
61.18,0.03,1485.58
61.2,0.03,1485.58
61.22,0.02,1498.56
61.24,0.03,1485.86
61.26,0.03,1485.29
61.28,0.03,1486.15
61.3,0.03,1485.01
61.32,0.03,1485.58
61.34,0.03,1485.58
61.36,0.03,1485.58
61.38,0.03,1487.01
61.4,0.03,1484.72
61.43,0.03,1485.29
61.45,0.03,1486.72
61.47,0.02,1498.56
61.49,0.03,1485.58
61.51,0.03,1471.72
61.53,0.03,1471.15
61.55,0.02,1499.42
61.57,0.03,1471.72
61.59,0.03,1486.43
61.61,0.03,1484.72
61.63,0.02,1499.42
61.65,0.03,1471.72
61.68,0.03,1486.43
61.7,0.02,1499.71
61.72,0.03,1485.01
61.74,0.03,1485.58
61.76,0.03,1483.86
61.78,0.03,1487.29
61.8,0.03,1486.43
61.82,0.03,1484.72
61.84,0.03,1485.58
61.86,0.03,1485.58
61.88,0.03,1485.58
61.9,0.03,1485.58
61.93,0.03,1486.43
61.95,0.02,1499.14
61.97,0.03,1486.43
61.99,0.03,1485.58
62.01,0.03,1485.58
62.03,0.03,1484.72
62.05,0.02,1499.42
62.07,0.03,1485.58
62.09,0.03,1485.29
62.11,0.03,1487.29
62.13,0.03,1485.58
62.15,0.03,1485.58
62.18,0.03,1484.72
62.2,0.03,1486.43
62.22,0.03,1485.58
62.24,0.03,1484.72
62.26,0.02,1500.0
62.28,0.03,1485.58
62.3,0.03,1485.58
62.32,0.03,1485.29
62.34,0.03,1486.72
62.36,0.02,1498.56
62.38,0.03,1485.58
62.4,0.03,1485.01
62.43,0.03,1487.01
62.45,0.02,1499.14
62.47,0.03,1485.29
62.49,0.03,1486.43
62.51,0.03,1485.58
62.53,0.02,1499.42
62.55,0.03,1486.15
62.57,0.03,1486.43
62.59,0.02,1498.85
62.61,0.03,1486.72
62.63,0.03,1484.72
62.65,0.02,1499.14
62.67,0.03,1487.29
62.7,0.03,1485.58
62.72,0.03,1484.72
62.74,0.03,1485.58
62.76,0.02,1500.29
62.78,0.03,1486.15
62.8,0.03,1484.72
62.82,0.02,1499.14
62.84,0.03,1486.72
62.86,0.03,1486.15
62.88,0.03,1485.58
62.9,0.02,1498.56
62.92,0.03,1487.01
62.94,0.03,1485.58
62.97,0.03,1485.58
62.99,0.02,1498.56
63.01,0.03,1487.01
63.03,0.03,1485.58
63.05,0.03,1485.58
63.07,0.03,1484.72
63.09,0.02,1499.14
63.11,0.03,1485.86
63.13,0.03,1472.57
63.15,0.02,1499.14
63.17,0.03,1485.01
63.19,0.03,1486.15
63.22,0.03,1471.15
63.24,0.02,1500.0
63.26,0.03,1486.43
63.28,0.03,1485.29
63.3,0.03,1485.01
63.32,0.03,1486.43
63.34,0.03,1485.58
63.36,0.03,1485.58
63.38,0.03,1484.72
63.4,0.03,1485.58
63.42,0.03,1485.86
63.44,0.03,1486.15
63.46,0.03,1484.72
63.49,0.02,1500.0
63.51,0.03,1486.43
63.53,0.03,1485.58
63.55,0.03,1485.58
63.57,0.02,1497.98
63.59,0.03,1485.58
63.61,0.03,1486.15
63.63,0.03,1485.58
63.65,0.03,1486.15
63.67,0.03,1485.58
63.69,0.03,1485.58
63.71,0.02,1499.42
63.73,0.03,1487.01
63.76,0.03,1484.44
63.78,0.03,1485.29
63.8,0.03,1487.01
63.82,0.02,1498.56
63.84,0.03,1485.58
63.86,0.03,1485.58
63.88,0.03,1486.15
63.9,0.02,1500.0
63.92,0.03,1486.43
63.94,0.03,1484.72
63.96,0.02,1500.0
63.98,0.03,1486.43
64.0,0.03,1485.58
64.03,0.03,1485.58
64.05,0.02,1499.14
64.07,0.03,1486.43
64.09,0.03,1484.44
64.11,0.03,1485.86
64.13,0.02,1499.42
64.15,0.03,1487.01
64.17,0.03,1485.58
64.19,0.03,1485.58
64.21,0.02,1499.14
64.23,0.03,1485.86
64.25,0.03,1486.15
64.28,0.03,1484.72
64.3,0.02,1500.87
64.32,0.02,1498.56
64.34,0.03,1486.15
64.36,0.03,1486.43
64.38,0.02,1499.14
64.4,0.03,1486.43
64.42,0.03,1485.01
64.44,0.02,1499.42
64.46,0.02,1499.71
64.48,0.03,1486.15
64.5,0.03,1486.43
64.52,0.02,1497.98
64.55,0.03,1487.58
64.57,0.03,1484.72
64.59,0.03,1485.58
64.61,0.02,1500.29
64.63,0.02,1499.14
64.65,0.03,1485.01
64.67,0.03,1486.15
64.69,0.03,1486.43
64.71,0.03,1486.15
64.73,0.03,1485.58
64.75,0.03,1484.44
64.77,0.03,1486.72
64.79,0.03,1485.58
64.82,0.03,1485.58
64.84,0.03,1485.58
64.86,0.02,1498.56
64.88,0.03,1485.58
64.9,0.03,1485.58
64.92,0.03,1485.58
64.94,0.03,1485.86
64.96,0.03,1485.29
64.98,0.03,1485.58
65.0,0.03,1485.58
65.02,0.03,1486.15
65.04,0.03,1484.72
65.06,0.03,1485.86
65.09,0.03,1485.86
65.11,0.03,1485.86
65.13,0.02,1500.0
65.15,0.03,1485.58
65.17,0.03,1485.01
65.19,0.03,1486.15
65.21,0.03,1485.01
65.23,0.03,1485.58
65.25,0.03,1486.15
65.27,0.03,1486.43
65.29,0.03,1484.72
65.31,0.03,1485.58
65.34,0.03,1485.58
65.36,0.02,1500.0
65.38,0.03,1485.58
65.4,0.03,1486.43
65.42,0.02,1497.98
65.44,0.03,1486.15
65.46,0.03,1486.15
65.48,0.03,1485.58
65.5,0.02,1499.14
65.52,0.03,1486.43
65.54,0.03,1486.43
65.56,0.03,1485.58
65.59,0.02,1499.14
65.61,0.03,1486.43
65.63,0.03,1484.72
65.65,0.02,1499.42
65.67,0.02,1500.58
65.69,0.03,1485.01
65.71,0.03,1486.15
65.73,0.03,1486.43
65.75,0.02,1499.42
65.77,0.03,1485.29
65.79,0.02,1499.71
65.81,0.03,1485.86
65.84,0.02,1500.87
65.86,0.03,1484.72
65.88,0.02,1499.42
65.9,0.03,1487.01
65.92,0.02,1499.71
65.94,0.03,1485.01
65.96,0.02,1499.42
65.98,0.03,1486.15
66.0,0.02,1500.0
66.02,0.03,1486.43
66.04,0.03,1484.72
66.06,0.02,1500.87
66.08,0.02,1498.27
66.11,0.03,1486.43
66.13,0.03,1486.43
66.15,0.02,1499.14
66.17,0.03,1486.43
66.19,0.03,1485.58
66.21,0.03,1484.72
66.23,0.02,1500.0
66.25,0.02,1499.42
66.27,0.03,1486.43
66.29,0.03,1486.15
66.31,0.02,1498.56
66.33,0.03,1486.15
66.36,0.03,1485.58
66.38,0.03,1486.43
66.4,0.02,1499.14
66.42,0.03,1485.86
66.44,0.03,1485.29
66.46,0.02,1499.42
66.48,0.03,1487.01
66.5,0.03,1484.72
66.52,0.02,1500.0
66.54,0.03,1485.58
66.56,0.02,1499.42
